,Campus,Identificador,Ano,Semestre,Cd_Disciplina,Codigo_Conceito,Nota,Faltas_Teorica,Faltas_Pratica
2554,CRP,30006809,2017,1,ADE 345 , ,79.0,,
2555,CRP,30006809,2017,1,CIC 100 , ,84.0,,
2556,CRP,30006809,2017,1,CRP 192 , ,60.0,,
2557,CRP,30006809,2017,1,CRP 199 , ,60.0,,
2558,CRP,30006809,2017,1,CRP 291 , ,62.0,,
2559,CRP,30006809,2017,1,CRP 297 , ,72.0,,
2560,CRP,30006809,2017,1,SIN 100 , ,72.0,,
2561,CRP,30006809,2017,1,SIN 101 , ,91.0,,
2562,CRP,30006809,2017,1,SIN 110 , ,79.0,,
2563,CRP,30006809,2017,1,SIN 130 , ,60.0,,
2564,CRP,30006809,2017,1,SIN 132 , ,4.0,0.0,0.0
2565,CRP,30006809,2017,1,SIN 141 , ,67.0,,
2566,CRP,30006809,2017,1,SIN 142 , ,72.0,,
2567,CRP,30006809,2017,1,SIN 211 ,L,0.0,40.0,12.0
2568,CRP,30006809,2017,1,SIN 220 , ,61.0,,
2569,CRP,30006809,2017,1,SIN 221 , ,60.0,,
2570,CRP,30006809,2017,1,SIN 222 , ,75.0,,
2571,CRP,30006809,2017,1,SIN 251 , ,60.0,,
2572,CRP,30006809,2017,1,SIN 320 ,L,0.0,28.0,18.0
2573,CRP,30006809,2017,1,SIN 321 , ,63.0,,
2574,CRP,30006809,2017,1,SIN 322 , ,92.0,,
2575,CRP,30006809,2017,1,SIN 392 , ,60.0,,
2576,CRP,30006809,2017,1,SIN 421 , ,83.0,,
2577,CRP,30006823,2017,1,CRP 199 , ,5.0,0.0,0.0
2578,CRP,30006823,2017,1,CRP 297 , ,15.0,10.0,0.0
2579,CRP,30006823,2017,1,SIN 110 , ,1.0,0.0,0.0
2580,CRP,30006823,2017,1,SIN 130 , ,23.0,6.0,0.0
2581,CRP,30006825,2017,1,ADE 104 , ,75.0,,
2582,CRP,30006825,2017,1,ADE 190 , ,61.0,,
2583,CRP,30006825,2017,1,ADE 327 , ,83.0,,
2584,CRP,30006825,2017,1,ADE 345 , ,73.0,,
2585,CRP,30006825,2017,1,CIC 100 , ,76.0,,
2586,CRP,30006825,2017,1,CRP 192 , ,67.0,,
2587,CRP,30006825,2017,1,CRP 199 , ,60.0,,
2588,CRP,30006825,2017,1,CRP 291 , ,64.0,,
2589,CRP,30006825,2017,1,CRP 297 , ,60.0,,
2590,CRP,30006825,2017,1,SIN 100 , ,86.0,,
2591,CRP,30006825,2017,1,SIN 101 , ,81.0,,
2592,CRP,30006825,2017,1,SIN 110 , ,75.0,,
2593,CRP,30006825,2017,1,SIN 130 , ,72.0,,
2594,CRP,30006825,2017,1,SIN 131 , ,53.0,0.0,0.0
2595,CRP,30006825,2017,1,SIN 132 , ,64.0,,
2596,CRP,30006825,2017,1,SIN 141 , ,60.0,,
2597,CRP,30006825,2017,1,SIN 142 , ,68.0,,
2598,CRP,30006825,2017,1,SIN 143 , ,75.0,,
2599,CRP,30006825,2017,1,SIN 211 , ,62.0,,
2600,CRP,30006825,2017,1,SIN 220 , ,63.0,,
2601,CRP,30006825,2017,1,SIN 221 , ,60.0,,
2602,CRP,30006825,2017,1,SIN 222 , ,71.0,,
2603,CRP,30006825,2017,1,SIN 251 , ,60.0,,
2604,CRP,30006825,2017,1,SIN 320 , ,79.0,,
2605,CRP,30006825,2017,1,SIN 321 , ,77.0,,
2606,CRP,30006825,2017,1,SIN 322 , ,78.0,,
2607,CRP,30006825,2017,1,SIN 351 , ,66.0,0.0,0.0
2608,CRP,30006825,2017,1,SIN 421 , ,76.0,,
2609,CRP,30006825,2017,1,SIN 422 , ,89.0,0.0,0.0
2610,CRP,30006825,2017,1,SIN 480 , ,79.0,,
2611,CRP,30006825,2017,2,SIN 213 , ,61.0,0.0,0.0
2612,CRP,30006825,2017,2,SIN 352 , ,70.0,0.0,0.0
2613,CRP,30006825,2018,1,SIN 392 , ,74.0,0.0,0.0
2614,CRP,30006825,2018,1,SIN 490 , ,99.0,0.0,0.0
2615,CRP,30006825,2018,1,SIN 498 ,S,92.0,0.0,0.0
2616,CRP,30006825,2018,2,CRP 298 , ,2.0,10.0,0.0
2617,CRP,30006825,2018,2,SIN 252 , ,47.0,4.0,0.0
2618,CRP,30006825,2018,2,SIN 323 , ,33.0,8.0,0.0
2619,CRP,30006825,2018,2,SIN 499 ,Q,0.0,0.0,0.0
2620,CRP,30006825,2019,0,SIN 460 , ,65.0,0.0,0.0
2621,CRP,30006825,2019,1,SIN 131 , ,52.0,6.0,0.0
2622,CRP,30006825,2019,1,SIN 496 ,S,100.0,0.0,0.0
2623,CRP,30006825,2019,1,SIN 499 ,Q,0.0,0.0,0.0
2624,CRP,30006825,2019,2,CRP 298 , ,11.0,12.0,0.0
2625,CRP,30006825,2019,2,SIN 252 , ,69.0,10.0,0.0
2626,CRP,30006825,2019,2,SIN 323 , ,57.0,8.0,0.0
2627,CRP,30006825,2020,2,SIN 323 , ,69.0,0.0,0.0
2628,CRP,30006825,2020,2,SIN 499 ,Q,0.0,0.0,0.0
2629,CRP,30006825,2020,4,SIN 131 , ,62.0,0.0,0.0
2630,CRP,30006832,2017,1,ADE 345 , ,100.0,,
2631,CRP,30006832,2017,1,AFA 008 ,Z,,,
2632,CRP,30006832,2017,1,SIN 101 , ,70.0,,
2633,CRP,30006832,2017,1,SIN 222 , ,60.0,,
2634,CRP,30006832,2017,2,ADE 104 , ,67.0,0.0,0.0
2635,CRP,30006832,2017,2,SIN 220 , ,35.0,0.0,0.0
2636,CRP,30006832,2018,1,CRP 297 , ,25.0,4.0,0.0
2637,CRP,30006832,2018,2,AFA 008 ,Z,,,
2638,CRP,30006832,2019,1,SIN 130 , ,0.0,4.0,0.0
2639,CRP,30006860,2017,1,ADE 104 ,T,,,
2640,CRP,30006860,2017,1,CRP 199 , ,20.0,0.0,0.0
2641,CRP,30006860,2017,1,CRP 291 ,T,,,
2642,CRP,30006860,2017,1,CRP 297 , ,72.0,0.0,0.0
2643,CRP,30006860,2017,1,SIN 101 , ,62.0,,
2644,CRP,30006860,2017,1,SIN 110 , ,14.0,0.0,0.0
2645,CRP,30006860,2017,1,SIN 130 , ,35.0,2.0,0.0
2646,CRP,30006860,2017,1,SIN 132 ,T,,,
2647,CRP,30006860,2017,1,SIN 220 , ,60.0,,
2648,CRP,30006860,2017,1,SIN 221 , ,61.0,,
2649,CRP,30006860,2017,1,SIN 222 ,T,,,
2650,CRP,30006860,2017,2,CIC 100 ,L,9.0,18.0,0.0
2651,CRP,30006860,2017,2,SIN 100 , ,26.0,4.0,0.0
2652,CRP,30006860,2017,2,SIN 322 , ,66.0,6.0,0.0
2653,CRP,30006860,2017,2,SIN 421 , ,66.0,10.0,0.0
2654,CRP,30006860,2018,1,ADE 302 , ,67.0,14.0,0.0
2655,CRP,30006860,2018,1,ADE 345 , ,39.0,8.0,0.0
2656,CRP,30006860,2018,1,SIN 131 , ,13.0,14.0,0.0
2657,CRP,30006860,2018,1,SIN 320 , ,10.0,6.0,4.0
2658,CRP,30006860,2018,1,SIN 321 , ,64.0,4.0,0.0
2659,CRP,30006860,2018,1,SIN 422 , ,82.0,2.0,0.0
2660,CRP,30006860,2018,1,SIN 496 ,Q,0.0,0.0,0.0
2661,CRP,30006860,2018,2,SIN 100 , ,63.0,10.0,0.0
2662,CRP,30006860,2018,2,SIN 110 , ,15.0,10.0,6.0
2663,CRP,30006900,2017,2,ADE 327 , ,65.0,15.0,0.0
2664,CRP,30006900,2017,2,CIC 100 ,L,6.0,20.0,0.0
2665,CRP,30006900,2017,2,CRP 199 , ,42.0,14.0,0.0
2666,CRP,30006900,2017,2,CRP 291 , ,62.0,,
2667,CRP,30006900,2017,2,CRP 297 , ,97.0,,
2668,CRP,30006900,2017,2,SIN 100 , ,86.0,,
2669,CRP,30006900,2017,2,SIN 101 , ,81.0,,
2670,CRP,30006900,2017,2,SIN 110 , ,67.0,,
2671,CRP,30006900,2017,2,SIN 130 , ,60.0,,
2672,CRP,30006900,2017,2,SIN 132 , ,61.0,,
2673,CRP,30006900,2017,2,SIN 141 , ,77.0,,
2674,CRP,30006900,2017,2,SIN 142 , ,83.0,,
2675,CRP,30006900,2017,2,SIN 143 , ,65.0,,
2676,CRP,30006900,2017,2,SIN 211 , ,72.0,,
2677,CRP,30006900,2017,2,SIN 213 , ,67.0,,
2678,CRP,30006900,2017,2,SIN 220 , ,76.0,,
2679,CRP,30006900,2017,2,SIN 221 , ,82.0,,
2680,CRP,30006900,2017,2,SIN 320 , ,62.0,,
2681,CRP,30006900,2017,2,SIN 321 , ,71.0,,
2682,CRP,30006900,2017,2,SIN 322 , ,85.0,,
2683,CRP,30006900,2017,2,SIN 323 , ,61.0,6.0,0.0
2684,CRP,30006900,2017,2,SIN 342 , ,77.0,,
2685,CRP,30006900,2017,2,SIN 393 , ,61.0,,
2686,CRP,30006900,2017,2,SIN 421 , ,61.0,4.0,0.0
2687,CRP,30006900,2017,2,SIN 460 , ,73.0,14.0,0.0
2688,CRP,30006900,2018,1,CRP 089 ,S,62.0,4.0,0.0
2689,CRP,30006900,2018,1,CRP 199 , ,62.0,4.0,0.0
2690,CRP,30006900,2018,1,SIN 131 , ,51.0,0.0,0.0
2691,CRP,30006900,2018,1,SIN 222 ,L,12.0,30.0,0.0
2692,CRP,30006900,2018,1,SIN 251 ,L,45.0,18.0,0.0
2693,CRP,30006900,2018,1,SIN 351 , ,69.0,0.0,0.0
2694,CRP,30006900,2018,1,SIN 490 , ,94.0,6.0,0.0
2695,CRP,30006900,2018,1,SIN 498 ,S,92.0,0.0,0.0
2696,CRP,30006900,2018,2,ADE 104 ,L,17.0,16.0,0.0
2697,CRP,30006900,2018,2,CIC 100 ,L,12.0,32.0,0.0
2698,CRP,30006900,2018,2,CRP 192 ,L,14.0,36.0,0.0
2699,CRP,30006900,2018,2,CRP 298 , ,12.0,14.0,0.0
2700,CRP,30006900,2018,2,SIN 499 ,S,100.0,0.0,0.0
2701,CRP,30006900,2019,1,ADE 190 ,L,0.0,36.0,0.0
2702,CRP,30006900,2019,1,CRP 298 ,L,7.0,32.0,0.0
2703,CRP,30006900,2019,1,SIN 131 , ,64.0,14.0,0.0
2704,CRP,30006900,2019,1,SIN 222 ,L,8.0,42.0,0.0
2705,CRP,30006900,2019,1,SIN 251 , ,53.0,5.0,0.0
2706,CRP,30006900,2019,2,ADE 104 , ,39.0,14.0,0.0
2707,CRP,30006900,2019,2,CIC 100 , ,28.0,14.0,0.0
2708,CRP,30006900,2019,2,CRP 192 ,L,23.0,30.0,0.0
2709,CRP,30006900,2019,2,CRP 298 ,L,51.0,30.0,0.0
2710,CRP,30006900,2019,2,SIN 352 , ,30.0,0.0,0.0
2711,CRP,30006903,2017,2,ADE 104 , ,69.0,,
2712,CRP,30006903,2017,2,ADE 327 , ,81.0,,
2713,CRP,30006903,2017,2,CRP 199 , ,40.0,14.0,0.0
2714,CRP,30006903,2017,2,CRP 291 , ,83.0,,
2715,CRP,30006903,2017,2,CRP 297 , ,87.0,,
2716,CRP,30006903,2017,2,SIN 100 , ,89.0,,
2717,CRP,30006903,2017,2,SIN 101 , ,79.0,,
2718,CRP,30006903,2017,2,SIN 110 , ,66.0,,
2719,CRP,30006903,2017,2,SIN 130 , ,75.0,,
2720,CRP,30006903,2017,2,SIN 132 , ,60.0,,
2721,CRP,30006903,2017,2,SIN 141 , ,80.0,,
2722,CRP,30006903,2017,2,SIN 142 , ,75.0,,
2723,CRP,30006903,2017,2,SIN 143 , ,90.0,,
2724,CRP,30006903,2017,2,SIN 211 , ,63.0,0.0,2.0
2725,CRP,30006903,2017,2,SIN 220 , ,74.0,,
2726,CRP,30006903,2017,2,SIN 221 , ,79.0,,
2727,CRP,30006903,2017,2,SIN 222 , ,77.0,,
2728,CRP,30006903,2017,2,SIN 320 , ,78.0,,
2729,CRP,30006903,2017,2,SIN 321 , ,88.0,,
2730,CRP,30006903,2017,2,SIN 322 , ,71.0,2.0,0.0
2731,CRP,30006903,2017,2,SIN 323 , ,43.0,0.0,0.0
2732,CRP,30006903,2017,2,SIN 342 , ,85.0,,
2733,CRP,30006903,2017,2,SIN 351 , ,60.0,,
2734,CRP,30006903,2017,2,SIN 421 , ,84.0,4.0,0.0
2735,CRP,30006903,2018,0,SIN 492 , ,80.0,0.0,0.0
2736,CRP,30006903,2018,1,ADE 190 , ,75.0,0.0,0.0
2737,CRP,30006903,2018,1,CRP 089 ,S,62.0,0.0,0.0
2738,CRP,30006903,2018,1,CRP 199 , ,62.0,0.0,0.0
2739,CRP,30006903,2018,1,SIN 131 , ,29.0,14.0,0.0
2740,CRP,30006903,2018,1,SIN 251 , ,61.0,2.0,0.0
2741,CRP,30006903,2018,2,CRP 298 , ,9.0,14.0,0.0
2742,CRP,30006903,2018,2,SIN 213 , ,64.0,2.0,0.0
2743,CRP,30006903,2018,2,SIN 252 , ,62.0,4.0,0.0
2744,CRP,30006903,2018,2,SIN 323 , ,67.0,2.0,0.0
2745,CRP,30006903,2018,2,SIN 352 , ,64.0,0.0,0.0
2746,CRP,30006903,2019,0,SIN 460 , ,65.0,0.0,0.0
2747,CRP,30006903,2019,1,ADE 345 , ,71.0,4.0,0.0
2748,CRP,30006903,2019,1,CRP 097 ,S,100.0,0.0,0.0
2749,CRP,30006903,2019,1,CRP 192 , ,60.0,8.0,0.0
2750,CRP,30006903,2019,1,CRP 298 , ,30.0,14.0,0.0
2751,CRP,30006903,2019,1,SIN 131 , ,66.0,0.0,0.0
2752,CRP,30006903,2019,1,SIN 392 , ,49.0,4.0,0.0
2753,CRP,30006903,2019,1,SIN 498 ,S,84.0,0.0,0.0
2754,CRP,30006903,2019,2,CIC 100 , ,81.0,4.0,0.0
2755,CRP,30006903,2019,2,CRP 097 ,S,0.0,2.0,0.0
2756,CRP,30006903,2019,2,CRP 298 , ,34.0,12.0,0.0
2757,CRP,30006903,2019,2,SIN 492 , ,92.0,2.0,0.0
2758,CRP,30006903,2019,2,SIN 496 ,S,100.0,0.0,0.0
2759,CRP,30006903,2019,2,SIN 499 ,S,100.0,0.0,0.0
2760,CRP,30006903,2020,2,SIN 480 , ,65.0,0.0,0.0
2761,CRP,30006903,2020,4,CRP 298 , ,75.0,0.0,0.0
2762,CRP,30006903,2020,4,SIN 392 , ,94.0,0.0,0.0
2763,CRP,30007407,2018,1,CRP 199 , ,29.0,0.0,0.0
2764,CRP,30007407,2018,1,CRP 297 , ,87.0,12.0,0.0
2765,CRP,30007407,2018,1,SIN 110 , ,64.0,0.0,0.0
2766,CRP,30007407,2018,1,SIN 130 , ,68.0,0.0,0.0
2767,CRP,30007407,2018,2,CRP 199 , ,60.0,4.0,0.0
2768,CRP,30007407,2018,2,SIN 100 , ,91.0,2.0,0.0
2769,CRP,30007407,2018,2,SIN 101 , ,73.0,2.0,0.0
2770,CRP,30007407,2018,2,SIN 211 , ,36.0,4.0,2.0
2771,CRP,30007407,2019,1,CRP 291 , ,85.0,2.0,0.0
2772,CRP,30007407,2019,1,SIN 132 , ,11.0,10.0,0.0
2773,CRP,30007407,2019,1,SIN 141 , ,7.0,10.0,0.0
2774,CRP,30007407,2019,1,SIN 222 , ,66.0,6.0,0.0
2775,CRP,30007407,2019,1,SIN 251 , ,68.0,4.0,0.0
2776,CRP,30007407,2019,2,CRP 192 , ,20.0,10.0,0.0
2777,CRP,30007407,2019,2,CRP 298 , ,0.0,14.0,0.0
2778,CRP,30007407,2019,2,SIN 220 , ,44.0,10.0,0.0
2779,CRP,30007407,2019,2,SIN 252 , ,15.0,14.0,0.0
2780,CRP,30007407,2019,2,SIN 460 ,L,0.0,23.0,0.0
2781,CRP,30007407,2020,2,SIN 211 , ,2.0,0.0,2.0
2782,CRP,30007407,2020,2,SIN 220 , ,25.0,12.0,0.0
2783,CRP,30007407,2020,2,SIN 221 , ,20.0,8.0,0.0
2784,CRP,30007407,2020,4,ADE 190 , ,87.0,0.0,0.0
2785,CRP,30007407,2020,4,CRP 298 , ,68.0,0.0,0.0
2786,CRP,30007407,2020,4,SIN 132 , ,30.0,0.0,0.0
2787,CRP,30007407,2020,4,SIN 141 , ,29.0,0.0,0.0
2788,CRP,30007407,2020,4,SIN 392 , ,71.0,0.0,0.0
2789,CRP,30007408,2018,1,CRP 199 ,L,16.0,16.0,0.0
2790,CRP,30007408,2018,1,CRP 297 , ,11.0,12.0,0.0
2791,CRP,30007408,2018,1,SIN 110 , ,49.0,2.0,0.0
2792,CRP,30007408,2018,1,SIN 130 , ,70.0,0.0,0.0
2793,CRP,30007408,2018,2,AFA 001 ,K,,,
2794,CRP,30007408,2019,1,CRP 199 , ,20.0,12.0,0.0
2795,CRP,30007408,2019,1,CRP 291 , ,23.0,8.0,0.0
2796,CRP,30007408,2019,1,SIN 110 , ,22.0,0.0,0.0
2797,CRP,30007409,2018,1,CRP 199 , ,88.0,0.0,0.0
2798,CRP,30007409,2018,1,CRP 297 , ,68.0,8.0,0.0
2799,CRP,30007409,2018,1,SIN 110 , ,74.0,2.0,0.0
2800,CRP,30007409,2018,1,SIN 130 , ,87.0,0.0,0.0
2801,CRP,30007409,2018,2,CRP 192 , ,67.0,8.0,0.0
2802,CRP,30007409,2018,2,CRP 298 , ,60.0,4.0,0.0
2803,CRP,30007409,2018,2,SIN 100 , ,88.0,6.0,0.0
2804,CRP,30007409,2018,2,SIN 101 , ,85.0,2.0,0.0
2805,CRP,30007409,2018,2,SIN 211 , ,72.0,6.0,2.0
2806,CRP,30007410,2018,1,CRP 199 ,L,0.0,34.0,0.0
2807,CRP,30007410,2018,1,CRP 297 , ,0.0,12.0,0.0
2808,CRP,30007410,2018,1,SIN 110 , ,0.0,14.0,0.0
2809,CRP,30007410,2018,1,SIN 130 ,L,0.0,16.0,0.0
2810,CRP,30007411,2018,1,CRP 199 , ,76.0,0.0,0.0
2811,CRP,30007411,2018,1,CRP 297 , ,82.0,8.0,0.0
2812,CRP,30007411,2018,1,SIN 110 , ,85.0,0.0,0.0
2813,CRP,30007411,2018,1,SIN 130 , ,86.0,0.0,0.0
2814,CRP,30007411,2018,2,CRP 192 , ,74.0,2.0,0.0
2815,CRP,30007411,2018,2,CRP 298 , ,35.0,0.0,0.0
2816,CRP,30007411,2018,2,SIN 100 , ,97.0,0.0,0.0
2817,CRP,30007411,2018,2,SIN 101 , ,91.0,0.0,0.0
2818,CRP,30007411,2018,2,SIN 211 , ,80.0,0.0,0.0
2819,CRP,30007411,2019,0,SIN 493 , ,83.0,8.0,0.0
2820,CRP,30007411,2019,1,CRP 291 , ,80.0,7.0,0.0
2821,CRP,30007411,2019,1,SIN 132 , ,56.0,2.0,0.0
2822,CRP,30007411,2019,1,SIN 141 , ,74.0,6.0,0.0
2823,CRP,30007411,2019,1,SIN 222 , ,77.0,10.0,0.0
2824,CRP,30007411,2019,1,SIN 251 , ,84.0,0.0,0.0
2825,CRP,30007411,2019,1,SIN 392 , ,65.0,6.0,0.0
2826,CRP,30007411,2019,2,CIC 100 , ,83.0,0.0,0.0
2827,CRP,30007411,2019,2,CRP 298 , ,53.0,10.0,0.0
2828,CRP,30007411,2019,2,SIN 142 , ,60.0,0.0,0.0
2829,CRP,30007411,2019,2,SIN 220 , ,74.0,8.0,0.0
2830,CRP,30007411,2019,2,SIN 221 , ,69.0,10.0,0.0
2831,CRP,30007411,2020,0,SIN 460 , ,86.0,8.0,0.0
2832,CRP,30007411,2020,2,SIN 213 , ,66.0,2.0,0.0
2833,CRP,30007411,2020,2,SIN 252 , ,69.0,4.0,0.0
2834,CRP,30007411,2020,2,SIN 322 , ,90.0,0.0,0.0
2835,CRP,30007411,2020,2,SIN 490 , ,100.0,0.0,0.0
2836,CRP,30007411,2020,2,SIN 498 ,S,97.0,0.0,0.0
2837,CRP,30007411,2020,4,CRP 298 , ,65.0,0.0,0.0
2838,CRP,30007411,2020,4,SIN 132 , ,67.0,0.0,0.0
2839,CRP,30007413,2018,1,CRP 199 , ,4.0,8.0,0.0
2840,CRP,30007413,2018,1,CRP 297 , ,54.0,8.0,0.0
2841,CRP,30007413,2018,1,SIN 110 , ,5.0,0.0,0.0
2842,CRP,30007413,2018,1,SIN 130 , ,37.0,4.0,0.0
2843,CRP,30007413,2018,2,ADE 104 ,L,0.0,16.0,0.0
2844,CRP,30007413,2018,2,CRP 070 ,N,0.0,32.0,0.0
2845,CRP,30007413,2018,2,SIN 100 ,L,0.0,44.0,0.0
2846,CRP,30007413,2018,2,SIN 101 ,L,0.0,18.0,0.0
2847,CRP,30007413,2018,2,SIN 220 ,L,0.0,50.0,0.0
2848,CRP,30007413,2018,2,SIN 221 ,T,,,
2849,CRP,30007413,2018,2,SIN 222 ,T,,,
2850,CRP,30007414,2018,1,CRP 199 , ,6.0,8.0,0.0
2851,CRP,30007414,2018,1,CRP 297 , ,10.0,10.0,0.0
2852,CRP,30007414,2018,1,SIN 110 , ,8.0,2.0,0.0
2853,CRP,30007414,2018,1,SIN 130 , ,63.0,0.0,0.0
2854,CRP,30007414,2018,2,ADE 104 , ,81.0,10.0,0.0
2855,CRP,30007414,2018,2,CRP 297 ,L,39.0,22.0,0.0
2856,CRP,30007414,2018,2,SIN 101 , ,80.0,7.0,0.0
2857,CRP,30007414,2019,1,ADE 345 ,L,0.0,32.0,0.0
2858,CRP,30007414,2019,1,CRP 199 , ,26.0,10.0,0.0
2859,CRP,30007414,2019,1,SIN 110 , ,30.0,10.0,6.0
2860,CRP,30007414,2019,2,SIN 100 ,L,0.0,44.0,0.0
2861,CRP,30007414,2019,2,SIN 220 , ,34.0,14.0,0.0
2862,CRP,30007414,2020,1,AFA 001 ,K,,,
2863,CRP,30007415,2018,1,CRP 199 , ,62.0,0.0,0.0
2864,CRP,30007415,2018,1,CRP 297 , ,66.0,10.0,0.0
2865,CRP,30007415,2018,1,SIN 110 , ,76.0,0.0,0.0
2866,CRP,30007415,2018,1,SIN 130 , ,88.0,0.0,0.0
2867,CRP,30007415,2018,2,CRP 192 , ,52.0,14.0,0.0
2868,CRP,30007415,2018,2,CRP 298 , ,9.0,10.0,0.0
2869,CRP,30007415,2018,2,SIN 100 , ,30.0,12.0,0.0
2870,CRP,30007415,2018,2,SIN 101 , ,20.0,4.0,0.0
2871,CRP,30007415,2018,2,SIN 211 ,L,22.0,10.0,10.0
2872,CRP,30007416,2018,1,CRP 199 , ,0.0,12.0,0.0
2873,CRP,30007416,2018,1,CRP 297 , ,28.0,12.0,0.0
2874,CRP,30007416,2018,1,SIN 110 , ,23.0,2.0,0.0
2875,CRP,30007416,2018,1,SIN 130 , ,33.0,4.0,0.0
2876,CRP,30007416,2018,2,ADE 104 ,L,0.0,16.0,0.0
2877,CRP,30007416,2018,2,CRP 291 ,L,0.0,20.0,0.0
2878,CRP,30007416,2018,2,SIN 100 ,L,0.0,44.0,0.0
2879,CRP,30007416,2018,2,SIN 101 ,L,0.0,14.0,0.0
2880,CRP,30007416,2018,2,SIN 220 ,L,0.0,50.0,0.0
2881,CRP,30007416,2018,2,SIN 221 ,L,0.0,22.0,0.0
2882,CRP,30007418,2018,1,CRP 199 , ,35.0,6.0,0.0
2883,CRP,30007418,2018,1,CRP 297 , ,95.0,4.0,0.0
2884,CRP,30007418,2018,1,SIN 110 , ,15.0,8.0,0.0
2885,CRP,30007418,2018,1,SIN 130 , ,72.0,4.0,0.0
2886,CRP,30007418,2018,2,ADE 399 , ,72.0,8.0,0.0
2887,CRP,30007418,2018,2,CIC 100 , ,87.0,10.0,0.0
2888,CRP,30007418,2018,2,CRP 199 ,L,8.0,32.0,0.0
2889,CRP,30007418,2018,2,SIN 100 , ,77.0,12.0,0.0
2890,CRP,30007418,2018,2,SIN 101 , ,90.0,4.0,0.0
2891,CRP,30007418,2018,2,SIN 110 ,L,18.0,22.0,12.0
2892,CRP,30007418,2019,0,CRP 199 ,L,0.0,40.0,0.0
2893,CRP,30007418,2019,1,ADE 345 ,L,0.0,34.0,0.0
2894,CRP,30007418,2019,1,CRP 291 ,L,0.0,36.0,0.0
2895,CRP,30007418,2019,1,SIN 132 ,L,0.0,38.0,0.0
2896,CRP,30007418,2019,1,SIN 222 ,L,0.0,60.0,0.0
2897,CRP,30007419,2018,1,CRP 199 ,T,,,
2898,CRP,30007419,2018,1,CRP 297 , ,98.0,4.0,0.0
2899,CRP,30007419,2018,1,SIN 110 ,T,,,
2900,CRP,30007419,2018,1,SIN 130 ,T,,,
2901,CRP,30007419,2018,1,SIN 132 ,T,,,
2902,CRP,30007419,2018,1,SIN 141 , ,94.0,2.0,0.0
2903,CRP,30007419,2018,1,SIN 211 ,T,,,
2904,CRP,30007419,2018,1,SIN 222 , ,82.0,4.0,0.0
2905,CRP,30007419,2018,1,SIN 251 ,T,,,
2906,CRP,30007419,2018,2,CRP 192 , ,79.0,4.0,0.0
2907,CRP,30007419,2018,2,CRP 298 , ,77.0,6.0,0.0
2908,CRP,30007419,2018,2,SIN 100 , ,77.0,4.0,0.0
2909,CRP,30007419,2018,2,SIN 101 , ,90.0,2.0,0.0
2910,CRP,30007419,2018,2,SIN 220 , ,79.0,4.0,0.0
2911,CRP,30007419,2019,0,SIN 460 , ,51.0,0.0,0.0
2912,CRP,30007419,2019,1,ADE 327 ,T,,,
2913,CRP,30007419,2019,1,ADE 345 , ,72.0,8.0,0.0
2914,CRP,30007419,2019,1,SIN 131 , ,85.0,2.0,0.0
2915,CRP,30007419,2019,1,SIN 143 , ,77.0,1.0,1.0
2916,CRP,30007419,2019,1,SIN 320 , ,56.0,0.0,4.0
2917,CRP,30007419,2019,1,SIN 392 , ,81.0,4.0,0.0
2918,CRP,30007419,2019,2,CIC 100 , ,79.0,8.0,0.0
2919,CRP,30007419,2019,2,SIN 142 , ,81.0,2.0,0.0
2920,CRP,30007419,2019,2,SIN 213 , ,85.0,0.0,0.0
2921,CRP,30007419,2019,2,SIN 221 , ,77.0,2.0,0.0
2922,CRP,30007419,2019,2,SIN 252 , ,83.0,2.0,0.0
2923,CRP,30007419,2020,0,SIN 343 , ,87.0,2.0,2.0
2924,CRP,30007419,2020,2,ADE 104 , ,88.0,4.0,0.0
2925,CRP,30007419,2020,2,CRP 291 , ,99.0,1.0,0.0
2926,CRP,30007419,2020,2,SIN 322 , ,84.0,0.0,0.0
2927,CRP,30007419,2020,2,SIN 323 , ,76.0,2.0,0.0
2928,CRP,30007419,2020,2,SIN 352 , ,78.0,0.0,0.0
2929,CRP,30007419,2020,4,SIN 320 , ,93.0,2.0,0.0
2930,CRP,30007419,2020,4,SIN 321 , ,62.0,0.0,0.0
2931,CRP,30007419,2020,4,SIN 351 , ,80.0,12.0,0.0
2932,CRP,30007420,2018,1,CRP 199 , ,90.0,0.0,0.0
2933,CRP,30007420,2018,1,CRP 297 , ,98.0,4.0,0.0
2934,CRP,30007420,2018,1,SIN 110 , ,92.0,0.0,0.0
2935,CRP,30007420,2018,1,SIN 130 , ,87.0,0.0,0.0
2936,CRP,30007420,2018,2,CRP 192 , ,98.0,2.0,0.0
2937,CRP,30007420,2018,2,CRP 298 , ,68.0,0.0,0.0
2938,CRP,30007420,2018,2,SIN 100 , ,91.0,0.0,0.0
2939,CRP,30007420,2018,2,SIN 101 , ,83.0,0.0,0.0
2940,CRP,30007420,2018,2,SIN 211 , ,88.0,0.0,0.0
2941,CRP,30007420,2019,0,SIN 493 , ,83.0,0.0,0.0
2942,CRP,30007420,2019,1,CRP 291 , ,89.0,0.0,0.0
2943,CRP,30007420,2019,1,SIN 132 , ,92.0,0.0,0.0
2944,CRP,30007420,2019,1,SIN 141 , ,92.0,0.0,0.0
2945,CRP,30007420,2019,1,SIN 222 , ,84.0,2.0,0.0
2946,CRP,30007420,2019,1,SIN 251 , ,85.0,0.0,0.0
