,Campus,Identificador,Ano,Semestre,Cd_Disciplina,Codigo_Conceito,Nota,Faltas_Teorica,Faltas_Pratica
0,CRP,30005741,2016,1,CRP 199 , ,13.0,6.0,0.0
1,CRP,30005741,2016,1,CRP 297 , ,85.0,4.0,0.0
2,CRP,30005741,2016,1,SIN 110 , ,9.0,2.0,2.0
3,CRP,30005741,2016,1,SIN 130 , ,25.0,0.0,0.0
4,CRP,30005741,2016,2,SIN 100 , ,60.0,10.0,0.0
5,CRP,30005741,2016,2,SIN 101 , ,61.0,2.0,0.0
6,CRP,30005741,2016,2,SIN 110 ,L,6.0,0.0,8.0
7,CRP,30005741,2017,1,AFA 001 ,K,,,
8,CRP,30005741,2017,2,AFA 001 ,K,,,
9,CRP,30005742,2016,1,CRP 199 , ,72.0,2.0,0.0
10,CRP,30005742,2016,1,CRP 297 , ,87.0,2.0,0.0
11,CRP,30005742,2016,1,SIN 110 , ,92.0,0.0,0.0
12,CRP,30005742,2016,1,SIN 130 , ,78.0,0.0,0.0
13,CRP,30005742,2016,2,AFA 008 ,Z,,,
14,CRP,30005742,2017,1,CRP 291 , ,65.0,2.0,0.0
15,CRP,30005742,2017,1,SIN 132 , ,41.0,0.0,0.0
16,CRP,30005742,2017,1,SIN 141 , ,8.0,10.0,0.0
17,CRP,30005742,2017,1,SIN 211 , ,71.0,4.0,4.0
18,CRP,30005742,2017,1,SIN 222 , ,79.0,2.0,0.0
19,CRP,30005742,2017,1,SIN 251 , ,60.0,4.0,0.0
20,CRP,30005742,2017,2,ADE 104 , ,60.0,14.0,0.0
21,CRP,30005742,2017,2,CRP 192 ,L,17.0,16.0,0.0
22,CRP,30005742,2017,2,SIN 100 , ,67.0,10.0,0.0
23,CRP,30005742,2017,2,SIN 101 , ,78.0,4.0,0.0
24,CRP,30005742,2017,2,SIN 220 , ,58.0,8.0,0.0
25,CRP,30005742,2017,2,SIN 221 , ,64.0,14.0,0.0
26,CRP,30005742,2017,2,SIN 252 ,L,8.0,30.0,0.0
27,CRP,30005742,2018,1,ADE 190 , ,69.0,0.0,0.0
28,CRP,30005742,2018,1,CRP 192 , ,30.0,0.0,0.0
29,CRP,30005742,2018,1,SIN 132 , ,60.0,0.0,0.0
30,CRP,30005742,2018,1,SIN 141 , ,71.0,10.0,0.0
31,CRP,30005742,2018,1,SIN 321 , ,59.0,6.0,0.0
32,CRP,30005742,2018,1,SIN 422 , ,82.0,0.0,0.0
33,CRP,30005743,2016,1,CRP 199 , ,26.0,4.0,0.0
34,CRP,30005743,2016,1,CRP 297 , ,97.0,4.0,0.0
35,CRP,30005743,2016,1,SIN 110 , ,10.0,2.0,0.0
36,CRP,30005743,2016,1,SIN 130 , ,68.0,0.0,0.0
37,CRP,30005743,2016,2,ADE 104 , ,72.0,8.0,0.0
38,CRP,30005743,2016,2,SIN 100 , ,60.0,2.0,0.0
39,CRP,30005743,2016,2,SIN 101 , ,80.0,4.0,0.0
40,CRP,30005743,2016,2,SIN 110 , ,16.0,10.0,4.0
41,CRP,30005743,2016,2,SIN 220 , ,48.0,10.0,0.0
42,CRP,30005743,2017,1,ADE 190 , ,71.0,0.0,0.0
43,CRP,30005743,2017,1,CRP 291 , ,62.0,2.0,0.0
44,CRP,30005743,2017,1,SIN 110 , ,37.0,10.0,6.0
45,CRP,30005743,2017,1,SIN 132 , ,10.0,0.0,0.0
46,CRP,30005743,2017,1,SIN 222 , ,77.0,8.0,0.0
47,CRP,30005743,2017,2,ADE 327 , ,65.0,12.0,0.0
48,CRP,30005743,2017,2,SIN 110 , ,19.0,14.0,6.0
49,CRP,30005743,2017,2,SIN 220 , ,58.0,10.0,0.0
50,CRP,30005743,2017,2,SIN 221 , ,77.0,14.0,0.0
51,CRP,30005744,2016,1,CRP 199 , ,26.0,4.0,0.0
52,CRP,30005744,2016,1,CRP 297 , ,92.0,2.0,0.0
53,CRP,30005744,2016,1,SIN 110 , ,23.0,0.0,2.0
54,CRP,30005744,2016,1,SIN 130 , ,60.0,0.0,0.0
55,CRP,30005744,2016,2,ADE 104 , ,73.0,2.0,0.0
56,CRP,30005744,2016,2,SIN 100 , ,72.0,0.0,0.0
57,CRP,30005744,2016,2,SIN 101 , ,82.0,0.0,0.0
58,CRP,30005744,2016,2,SIN 110 , ,60.0,0.0,0.0
59,CRP,30005744,2017,1,CRP 199 , ,60.0,0.0,0.0
60,CRP,30005744,2017,1,CRP 291 , ,90.0,0.0,0.0
61,CRP,30005744,2017,1,SIN 141 , ,65.0,0.0,0.0
62,CRP,30005744,2017,1,SIN 211 , ,55.0,0.0,0.0
63,CRP,30005744,2017,1,SIN 251 , ,33.0,0.0,0.0
64,CRP,30005744,2017,2,CRP 192 , ,48.0,0.0,0.0
65,CRP,30005744,2017,2,CRP 298 , ,13.0,4.0,0.0
66,CRP,30005744,2017,2,SIN 142 , ,64.0,0.0,0.0
67,CRP,30005744,2017,2,SIN 220 , ,72.0,2.0,0.0
68,CRP,30005744,2017,2,SIN 221 , ,69.0,0.0,0.0
69,CRP,30005744,2018,1,SIN 132 , ,67.0,0.0,0.0
70,CRP,30005744,2018,1,SIN 211 , ,65.0,2.0,0.0
71,CRP,30005744,2018,1,SIN 251 , ,53.0,2.0,0.0
72,CRP,30005744,2018,1,SIN 320 , ,76.0,0.0,0.0
73,CRP,30005744,2018,1,SIN 321 , ,65.0,0.0,0.0
74,CRP,30005744,2018,2,ADE 327 , ,83.0,0.0,0.0
75,CRP,30005744,2018,2,CRP 192 , ,74.0,0.0,0.0
76,CRP,30005744,2018,2,SIN 213 , ,74.0,0.0,0.0
77,CRP,30005744,2018,2,SIN 322 , ,71.0,0.0,0.0
78,CRP,30005744,2018,2,SIN 421 , ,79.0,2.0,0.0
79,CRP,30005744,2019,1,ADE 190 , ,84.0,0.0,0.0
80,CRP,30005744,2019,1,ADE 345 , ,77.0,2.0,0.0
81,CRP,30005744,2019,1,SIN 143 , ,75.0,1.0,1.0
82,CRP,30005744,2019,1,SIN 222 , ,73.0,6.0,0.0
83,CRP,30005744,2019,1,SIN 251 , ,78.0,0.0,0.0
84,CRP,30005744,2019,1,SIN 351 , ,69.0,1.0,0.0
85,CRP,30005744,2019,2,CIC 100 , ,93.0,0.0,0.0
86,CRP,30005744,2019,2,CRP 298 , ,53.0,0.0,0.0
87,CRP,30005744,2019,2,SIN 252 , ,77.0,0.0,0.0
88,CRP,30005744,2019,2,SIN 352 , ,64.0,0.0,0.0
89,CRP,30005744,2020,2,SIN 323 , ,74.0,2.0,0.0
90,CRP,30005744,2020,4,SIN 131 , ,60.0,0.0,0.0
91,CRP,30005744,2020,4,SIN 392 , ,95.0,0.0,0.0
92,CRP,30005745,2016,1,ADE 104 ,T,,,
93,CRP,30005745,2016,1,CRP 199 , ,96.0,0.0,0.0
94,CRP,30005745,2016,1,CRP 292 ,T,,,
95,CRP,30005745,2016,1,CRP 297 ,T,,,
96,CRP,30005745,2016,1,SIN 110 , ,96.0,6.0,4.0
97,CRP,30005745,2016,1,SIN 130 , ,81.0,0.0,0.0
98,CRP,30005745,2016,1,SIN 222 ,T,,,
99,CRP,30005745,2016,1,SIN 251 ,T,,,
100,CRP,30005745,2016,1,SIN 351 ,T,,,
101,CRP,30005745,2016,1,SIN 352 ,T,,,
102,CRP,30005745,2016,2,CRP 192 , ,77.0,8.0,0.0
103,CRP,30005745,2016,2,CRP 298 , ,29.0,8.0,0.0
104,CRP,30005745,2016,2,SIN 100 , ,75.0,2.0,0.0
105,CRP,30005745,2016,2,SIN 211 , ,88.0,2.0,2.0
106,CRP,30005745,2017,1,CIC 100 , ,95.0,6.0,0.0
107,CRP,30005745,2017,1,CRP 291 , ,100.0,0.0,0.0
108,CRP,30005745,2017,1,CRP 298 , ,70.0,8.0,0.0
109,CRP,30005745,2017,1,SIN 132 , ,89.0,0.0,0.0
110,CRP,30005745,2017,1,SIN 141 , ,96.0,0.0,0.0
111,CRP,30005745,2017,2,SIN 142 , ,92.0,0.0,0.0
112,CRP,30005745,2017,2,SIN 213 , ,88.0,0.0,0.0
113,CRP,30005745,2017,2,SIN 220 , ,89.0,4.0,0.0
114,CRP,30005745,2017,2,SIN 221 , ,79.0,4.0,0.0
115,CRP,30005745,2017,2,SIN 252 , ,82.0,6.0,0.0
116,CRP,30005745,2017,2,SIN 393 , ,96.0,4.0,0.0
117,CRP,30005745,2018,1,SIN 131 , ,87.0,2.0,0.0
118,CRP,30005745,2018,1,SIN 143 , ,73.0,2.0,0.0
119,CRP,30005745,2018,1,SIN 320 , ,86.0,2.0,2.0
120,CRP,30005745,2018,1,SIN 321 , ,71.0,6.0,0.0
121,CRP,30005745,2018,1,SIN 392 , ,98.0,0.0,0.0
122,CRP,30005745,2018,1,SIN 394 , ,100.0,0.0,0.0
123,CRP,30005745,2018,2,SIN 101 , ,100.0,2.0,0.0
124,CRP,30005745,2018,2,SIN 322 , ,76.0,2.0,0.0
125,CRP,30005745,2018,2,SIN 323 , ,88.0,6.0,0.0
126,CRP,30005745,2018,2,SIN 421 , ,77.0,4.0,0.0
127,CRP,30005745,2018,2,SIN 480 , ,90.0,0.0,0.0
128,CRP,30005745,2018,2,SIN 496 ,Q,0.0,0.0,0.0
129,CRP,30005745,2018,2,SIN 498 ,S,98.0,0.0,0.0
130,CRP,30005745,2019,1,ADE 190 , ,84.0,4.0,0.0
131,CRP,30005745,2019,1,ADE 345 , ,80.0,6.0,0.0
132,CRP,30005745,2019,1,SIN 422 , ,77.0,6.0,0.0
133,CRP,30005745,2019,1,SIN 496 ,Q,0.0,0.0,0.0
134,CRP,30005745,2019,1,SIN 499 ,S,100.0,0.0,0.0
135,CRP,30005745,2019,2,ADE 327 , ,99.0,2.0,0.0
136,CRP,30005745,2019,2,SIN 496 ,S,100.0,0.0,0.0
137,CRP,30005746,2016,1,CRP 199 , ,6.0,16.0,0.0
138,CRP,30005746,2016,1,CRP 297 , ,88.0,4.0,0.0
139,CRP,30005746,2016,1,SIN 110 , ,19.0,4.0,2.0
140,CRP,30005746,2016,1,SIN 130 , ,83.0,0.0,0.0
141,CRP,30005746,2016,2,ADE 327 , ,82.0,2.0,0.0
142,CRP,30005746,2016,2,SIN 100 , ,68.0,8.0,0.0
143,CRP,30005746,2016,2,SIN 101 , ,88.0,4.0,0.0
144,CRP,30005746,2016,2,SIN 110 , ,18.0,10.0,0.0
145,CRP,30005746,2016,2,SIN 220 , ,19.0,2.0,0.0
146,CRP,30005746,2017,1,ADE 104 , ,62.0,12.0,0.0
147,CRP,30005746,2017,1,CRP 291 , ,72.0,0.0,0.0
148,CRP,30005746,2017,1,SIN 110 , ,40.0,6.0,2.0
149,CRP,30005746,2017,1,SIN 222 , ,60.0,4.0,0.0
150,CRP,30005746,2017,2,ADE 190 , ,51.0,0.0,0.0
151,CRP,30005746,2017,2,CIC 100 , ,20.0,10.0,0.0
152,CRP,30005746,2017,2,CRP 199 ,L,0.0,30.0,0.0
153,CRP,30005746,2017,2,SIN 081 ,S,16.0,0.0,0.0
154,CRP,30005746,2017,2,SIN 110 , ,16.0,2.0,0.0
155,CRP,30005746,2017,2,SIN 221 , ,50.0,12.0,0.0
156,CRP,30005746,2018,1,ADE 190 ,L,0.0,16.0,0.0
157,CRP,30005746,2018,1,ADE 345 ,L,0.0,34.0,0.0
158,CRP,30005746,2018,1,SIN 132 , ,0.0,0.0,0.0
159,CRP,30005747,2016,1,CRP 199 , ,70.0,10.0,0.0
160,CRP,30005747,2016,1,CRP 297 , ,100.0,0.0,0.0
161,CRP,30005747,2016,1,SIN 110 , ,87.0,6.0,4.0
162,CRP,30005747,2016,1,SIN 130 , ,84.0,0.0,0.0
163,CRP,30005747,2016,2,CRP 192 , ,66.0,6.0,0.0
164,CRP,30005747,2016,2,CRP 298 , ,22.0,8.0,0.0
165,CRP,30005747,2016,2,SIN 100 , ,74.0,4.0,0.0
166,CRP,30005747,2016,2,SIN 101 , ,75.0,2.0,0.0
167,CRP,30005747,2016,2,SIN 211 , ,75.0,2.0,2.0
168,CRP,30005747,2017,1,CRP 291 , ,88.0,2.0,0.0
169,CRP,30005747,2017,1,SIN 132 , ,77.0,0.0,0.0
170,CRP,30005747,2017,1,SIN 141 , ,71.0,6.0,0.0
171,CRP,30005747,2017,1,SIN 222 , ,80.0,2.0,0.0
172,CRP,30005747,2017,1,SIN 251 , ,77.0,2.0,0.0
173,CRP,30005747,2017,2,CRP 298 , ,17.0,10.0,0.0
174,CRP,30005747,2017,2,SIN 142 , ,50.0,2.0,0.0
175,CRP,30005747,2017,2,SIN 213 , ,63.0,0.0,0.0
176,CRP,30005747,2017,2,SIN 220 , ,84.0,8.0,0.0
177,CRP,30005747,2017,2,SIN 221 , ,71.0,4.0,0.0
178,CRP,30005747,2017,2,SIN 252 , ,62.0,6.0,0.0
179,CRP,30005747,2018,0,SIN 460 , ,71.0,4.0,0.0
180,CRP,30005747,2018,1,ADE 190 , ,60.0,0.0,0.0
181,CRP,30005747,2018,1,CRP 298 , ,62.0,4.0,0.0
182,CRP,30005747,2018,1,SIN 131 , ,18.0,8.0,0.0
183,CRP,30005747,2018,1,SIN 143 , ,80.0,6.0,4.0
184,CRP,30005747,2018,1,SIN 320 , ,91.0,2.0,4.0
185,CRP,30005747,2018,1,SIN 321 , ,74.0,2.0,0.0
186,CRP,30005747,2018,2,ADE 104 , ,78.0,2.0,0.0
187,CRP,30005747,2018,2,CIC 100 , ,91.0,6.0,0.0
188,CRP,30005747,2018,2,SIN 142 , ,87.0,2.0,0.0
189,CRP,30005747,2018,2,SIN 322 , ,81.0,0.0,0.0
190,CRP,30005747,2018,2,SIN 323 , ,68.0,8.0,0.0
191,CRP,30005747,2018,2,SIN 421 , ,85.0,10.0,0.0
192,CRP,30005747,2019,0,SIN 493 , ,81.0,0.0,0.0
193,CRP,30005747,2019,1,ADE 345 , ,84.0,2.0,0.0
194,CRP,30005747,2019,1,SIN 131 , ,64.0,4.0,0.0
195,CRP,30005747,2019,1,SIN 351 , ,90.0,0.0,0.0
196,CRP,30005747,2019,1,SIN 392 , ,61.0,2.0,0.0
197,CRP,30005747,2019,1,SIN 422 , ,88.0,8.0,0.0
198,CRP,30005747,2019,1,SIN 490 , ,100.0,0.0,0.0
199,CRP,30005747,2019,1,SIN 498 ,S,90.0,0.0,0.0
200,CRP,30005747,2019,2,ADE 327 , ,88.0,4.0,0.0
201,CRP,30005747,2019,2,SIN 352 , ,80.0,0.0,0.0
202,CRP,30005747,2019,2,SIN 480 , ,78.0,6.0,0.0
203,CRP,30005747,2019,2,SIN 496 ,S,100.0,0.0,0.0
204,CRP,30005747,2019,2,SIN 499 ,S,100.0,0.0,0.0
205,CRP,30005748,2016,1,CRP 199 ,L,0.0,80.0,0.0
206,CRP,30005748,2016,1,CRP 297 ,L,0.0,26.0,0.0
207,CRP,30005748,2016,1,SIN 110 ,L,0.0,42.0,24.0
208,CRP,30005748,2016,1,SIN 130 ,L,0.0,16.0,0.0
209,CRP,30005749,2016,1,CRP 199 ,L,0.0,30.0,0.0
210,CRP,30005749,2016,1,CRP 297 , ,33.0,12.0,0.0
211,CRP,30005749,2016,1,SIN 110 ,L,8.0,16.0,12.0
212,CRP,30005749,2016,1,SIN 130 , ,46.0,2.0,0.0
213,CRP,30005750,2016,1,CRP 199 , ,65.0,16.0,0.0
214,CRP,30005750,2016,1,CRP 297 , ,85.0,5.0,0.0
215,CRP,30005750,2016,1,SIN 110 , ,90.0,10.0,2.0
216,CRP,30005750,2016,1,SIN 130 , ,68.0,0.0,0.0
217,CRP,30005750,2016,2,CRP 192 ,L,0.0,40.0,0.0
218,CRP,30005750,2016,2,SIN 100 , ,70.0,12.0,0.0
219,CRP,30005750,2016,2,SIN 101 , ,88.0,4.0,0.0
220,CRP,30005750,2016,2,SIN 211 , ,84.0,10.0,0.0
221,CRP,30005750,2017,1,CRP 291 , ,62.0,4.0,0.0
222,CRP,30005750,2017,1,SIN 132 , ,43.0,0.0,0.0
223,CRP,30005750,2017,1,SIN 222 , ,72.0,8.0,0.0
224,CRP,30005750,2017,1,SIN 251 , ,60.0,2.0,0.0
225,CRP,30005750,2017,2,SIN 220 , ,72.0,10.0,0.0
226,CRP,30005750,2017,2,SIN 221 , ,64.0,12.0,0.0
227,CRP,30005750,2017,2,SIN 252 , ,16.0,12.0,0.0
228,CRP,30005750,2017,2,SIN 421 , ,69.0,8.0,0.0
229,CRP,30005750,2018,1,ADE 190 , ,90.0,0.0,0.0
230,CRP,30005750,2018,1,CRP 192 , ,80.0,0.0,0.0
231,CRP,30005750,2018,1,CRP 298 ,T,,,
232,CRP,30005750,2018,1,SIN 132 , ,73.0,0.0,0.0
233,CRP,30005750,2018,1,SIN 320 , ,87.0,2.0,6.0
234,CRP,30005750,2018,1,SIN 321 , ,61.0,12.0,0.0
235,CRP,30005750,2018,2,CIC 100 , ,87.0,12.0,0.0
236,CRP,30005750,2018,2,CRP 208 ,L,12.0,40.0,0.0
237,CRP,30005750,2018,2,SIN 213 , ,78.0,10.0,0.0
238,CRP,30005750,2018,2,SIN 252 , ,80.0,12.0,0.0
239,CRP,30005750,2018,2,SIN 322 , ,65.0,6.0,0.0
240,CRP,30005750,2018,2,SIN 323 , ,24.0,14.0,0.0
241,CRP,30005750,2019,0,SIN 460 , ,70.0,0.0,0.0
242,CRP,30005750,2019,1,ADE 104 , ,23.0,14.0,0.0
243,CRP,30005750,2019,1,SIN 131 , ,32.0,14.0,0.0
244,CRP,30005750,2019,1,SIN 141 , ,68.0,10.0,0.0
245,CRP,30005750,2019,1,SIN 143 , ,73.0,4.0,4.0
246,CRP,30005750,2019,1,SIN 392 , ,71.0,10.0,0.0
247,CRP,30005750,2019,1,SIN 498 ,S,76.0,0.0,0.0
248,CRP,30005750,2019,2,ADE 327 , ,78.0,12.0,0.0
249,CRP,30005750,2019,2,SIN 142 , ,86.0,7.0,0.0
250,CRP,30005750,2019,2,SIN 323 , ,65.0,12.0,0.0
251,CRP,30005750,2019,2,SIN 480 , ,78.0,14.0,0.0
252,CRP,30005750,2019,2,SIN 490 , ,20.0,8.0,0.0
253,CRP,30005750,2019,2,SIN 499 ,Q,0.0,0.0,0.0
254,CRP,30005750,2020,0,SIN 343 , ,67.0,6.0,6.0
255,CRP,30005750,2020,2,SIN 352 , ,76.0,10.0,2.0
256,CRP,30005750,2020,2,SIN 490 , ,15.0,0.0,0.0
257,CRP,30005750,2020,2,SIN 499 ,Q,0.0,0.0,0.0
258,CRP,30005750,2020,4,SIN 131 , ,72.0,8.0,0.0
259,CRP,30005750,2020,4,SIN 351 , ,78.0,2.0,0.0
260,CRP,30005751,2016,1,CRP 199 , ,87.0,12.0,0.0
261,CRP,30005751,2016,1,CRP 297 , ,96.0,2.0,0.0
262,CRP,30005751,2016,1,SIN 110 , ,84.0,2.0,4.0
263,CRP,30005751,2016,1,SIN 130 , ,97.0,0.0,0.0
264,CRP,30005751,2016,2,CRP 192 , ,61.0,8.0,0.0
265,CRP,30005751,2016,2,SIN 100 , ,72.0,6.0,0.0
266,CRP,30005751,2016,2,SIN 101 , ,71.0,4.0,0.0
267,CRP,30005751,2016,2,SIN 211 , ,82.0,4.0,2.0
268,CRP,30005751,2017,1,CRP 291 , ,88.0,0.0,0.0
269,CRP,30005751,2017,1,CRP 298 ,T,,,
270,CRP,30005751,2017,1,SIN 132 , ,97.0,0.0,0.0
271,CRP,30005751,2017,1,SIN 141 , ,86.0,10.0,0.0
272,CRP,30005751,2017,1,SIN 222 , ,69.0,8.0,0.0
273,CRP,30005751,2017,1,SIN 251 , ,78.0,1.0,0.0
274,CRP,30005751,2017,2,SIN 142 , ,65.0,4.0,0.0
275,CRP,30005751,2017,2,SIN 213 , ,62.0,0.0,0.0
276,CRP,30005751,2017,2,SIN 220 , ,77.0,4.0,0.0
277,CRP,30005751,2017,2,SIN 221 , ,69.0,10.0,0.0
278,CRP,30005751,2017,2,SIN 252 , ,71.0,12.0,0.0
279,CRP,30005751,2018,1,ADE 190 , ,75.0,0.0,0.0
280,CRP,30005751,2018,1,SIN 131 , ,60.0,8.0,0.0
281,CRP,30005751,2018,1,SIN 143 , ,73.0,6.0,4.0
282,CRP,30005751,2018,1,SIN 320 , ,78.0,6.0,6.0
283,CRP,30005751,2018,1,SIN 321 , ,67.0,12.0,0.0
284,CRP,30005751,2018,1,SIN 351 , ,60.0,0.0,0.0
285,CRP,30005751,2018,1,SIN 394 , ,100.0,0.0,0.0
286,CRP,30005751,2018,2,ADE 104 , ,81.0,6.0,0.0
287,CRP,30005751,2018,2,SIN 322 , ,80.0,2.0,0.0
288,CRP,30005751,2018,2,SIN 323 , ,70.0,10.0,0.0
289,CRP,30005751,2018,2,SIN 352 , ,4.0,0.0,0.0
290,CRP,30005751,2018,2,SIN 421 , ,76.0,8.0,0.0
291,CRP,30005751,2019,0,SIN 460 , ,82.0,0.0,0.0
292,CRP,30005751,2019,1,ADE 345 , ,71.0,12.0,0.0
293,CRP,30005751,2019,1,CIC 100 , ,79.0,12.0,0.0
294,CRP,30005751,2019,1,SIN 392 , ,80.0,10.0,0.0
295,CRP,30005751,2019,1,SIN 422 , ,74.0,10.0,0.0
296,CRP,30005751,2019,1,SIN 490 , ,100.0,0.0,0.0
297,CRP,30005751,2019,1,SIN 498 ,S,89.0,0.0,0.0
298,CRP,30005751,2019,2,ADE 327 , ,76.0,10.0,0.0
299,CRP,30005751,2019,2,SIN 352 , ,65.0,0.0,0.0
300,CRP,30005751,2019,2,SIN 480 , ,95.0,10.0,0.0
301,CRP,30005751,2019,2,SIN 496 ,S,100.0,0.0,0.0
302,CRP,30005751,2019,2,SIN 499 ,S,100.0,0.0,0.0
303,CRP,30005752,2016,1,CRP 199 , ,24.0,2.0,0.0
304,CRP,30005752,2016,1,CRP 297 , ,83.0,0.0,0.0
305,CRP,30005752,2016,1,SIN 110 , ,22.0,6.0,2.0
306,CRP,30005752,2016,1,SIN 130 , ,61.0,0.0,0.0
307,CRP,30005752,2016,2,ADE 327 , ,77.0,10.0,0.0
308,CRP,30005752,2016,2,CRP 291 , ,63.0,4.0,0.0
309,CRP,30005752,2016,2,SIN 100 , ,69.0,12.0,0.0
310,CRP,30005752,2016,2,SIN 110 , ,50.0,8.0,4.0
311,CRP,30005752,2017,1,ADE 104 , ,36.0,15.0,0.0
312,CRP,30005752,2017,1,ADE 345 ,L,27.0,20.0,0.0
313,CRP,30005752,2017,1,CRP 199 , ,8.0,0.0,0.0
314,CRP,30005752,2017,1,SIN 081 ,S,87.0,0.0,0.0
315,CRP,30005752,2017,1,SIN 110 , ,87.0,0.0,0.0
316,CRP,30005752,2017,1,SIN 132 , ,20.0,0.0,0.0
317,CRP,30005752,2017,1,SIN 222 , ,41.0,10.0,0.0
318,CRP,30005752,2017,2,CIC 100 ,L,1.0,16.0,0.0
319,CRP,30005752,2017,2,SIN 101 , ,82.0,2.0,0.0
320,CRP,30005752,2017,2,SIN 211 , ,10.0,10.0,4.0
321,CRP,30005752,2017,2,SIN 220 ,L,23.0,18.0,0.0
322,CRP,30005752,2017,2,SIN 221 , ,63.0,14.0,0.0
323,CRP,30005752,2018,1,SIN 132 , ,29.0,0.0,0.0
324,CRP,30005752,2018,1,SIN 141 , ,6.0,4.0,0.0
325,CRP,30005752,2018,1,SIN 211 , ,11.0,2.0,4.0
326,CRP,30005752,2018,1,SIN 222 , ,60.0,6.0,0.0
327,CRP,30005752,2018,1,SIN 251 , ,27.0,8.0,0.0
328,CRP,30005753,2016,1,CRP 199 , ,91.0,10.0,0.0
329,CRP,30005753,2016,1,CRP 297 , ,81.0,6.0,0.0
330,CRP,30005753,2016,1,SIN 110 , ,62.0,12.0,2.0
331,CRP,30005753,2016,1,SIN 130 , ,75.0,0.0,0.0
332,CRP,30005753,2016,2,CRP 192 ,L,14.0,32.0,0.0
333,CRP,30005753,2016,2,CRP 298 ,L,11.0,28.0,0.0
334,CRP,30005753,2016,2,SIN 100 ,L,5.0,32.0,0.0
335,CRP,30005753,2016,2,SIN 211 ,L,16.0,22.0,20.0
336,CRP,30005754,2016,1,CRP 199 , ,90.0,4.0,0.0
337,CRP,30005754,2016,1,CRP 297 , ,71.0,0.0,0.0
338,CRP,30005754,2016,1,SIN 110 , ,80.0,0.0,0.0
339,CRP,30005754,2016,1,SIN 130 , ,93.0,0.0,0.0
340,CRP,30005754,2016,2,CRP 192 ,L,0.0,52.0,0.0
341,CRP,30005754,2016,2,CRP 298 ,L,0.0,40.0,0.0
342,CRP,30005754,2016,2,SIN 100 ,L,0.0,60.0,0.0
343,CRP,30005754,2016,2,SIN 101 ,L,0.0,30.0,0.0
344,CRP,30005754,2016,2,SIN 211 ,L,0.0,32.0,22.0
345,CRP,30005756,2016,1,CRP 199 ,L,20.0,36.0,0.0
346,CRP,30005756,2016,1,CRP 297 , ,69.0,14.0,0.0
347,CRP,30005756,2016,1,SIN 110 ,L,20.0,24.0,14.0
348,CRP,30005756,2016,1,SIN 130 , ,60.0,0.0,0.0
349,CRP,30005756,2016,2,ADE 104 ,L,0.0,44.0,0.0
350,CRP,30005756,2016,2,SIN 100 ,L,0.0,60.0,0.0
351,CRP,30005756,2016,2,SIN 101 ,L,0.0,30.0,0.0
352,CRP,30005756,2016,2,SIN 110 ,L,0.0,42.0,20.0
353,CRP,30005759,2016,1,CRP 199 ,L,3.0,36.0,0.0
354,CRP,30005759,2016,1,CRP 297 , ,34.0,8.0,0.0
355,CRP,30005759,2016,1,SIN 110 ,L,2.0,26.0,12.0
356,CRP,30005759,2016,1,SIN 130 ,L,8.0,16.0,0.0
357,CRP,30005760,2016,1,CRP 199 , ,2.0,18.0,0.0
358,CRP,30005760,2016,1,CRP 297 , ,39.0,8.0,0.0
359,CRP,30005760,2016,1,SIN 110 ,L,6.0,20.0,6.0
360,CRP,30005760,2016,1,SIN 130 , ,41.0,2.0,0.0
361,CRP,30005761,2016,1,CRP 199 , ,72.0,4.0,0.0
362,CRP,30005761,2016,1,CRP 297 , ,90.0,4.0,0.0
363,CRP,30005761,2016,1,SIN 110 , ,60.0,6.0,4.0
364,CRP,30005761,2016,1,SIN 130 , ,82.0,0.0,0.0
365,CRP,30005761,2016,2,CRP 192 , ,70.0,6.0,0.0
366,CRP,30005761,2016,2,CRP 298 , ,14.0,12.0,0.0
367,CRP,30005761,2016,2,SIN 100 , ,81.0,6.0,0.0
368,CRP,30005761,2016,2,SIN 211 , ,71.0,4.0,6.0
369,CRP,30005761,2017,1,CRP 291 , ,82.0,0.0,0.0
370,CRP,30005761,2017,1,CRP 298 , ,11.0,14.0,0.0
371,CRP,30005761,2017,1,SIN 132 , ,74.0,0.0,0.0
372,CRP,30005761,2017,1,SIN 141 , ,71.0,6.0,0.0
373,CRP,30005761,2017,1,SIN 222 , ,80.0,6.0,0.0
374,CRP,30005761,2017,1,SIN 251 , ,82.0,0.0,0.0
375,CRP,30005761,2017,2,CRP 298 ,L,4.0,28.0,0.0
376,CRP,30005761,2017,2,SIN 142 , ,68.0,2.0,0.0
377,CRP,30005761,2017,2,SIN 213 , ,60.0,0.0,0.0
378,CRP,30005761,2017,2,SIN 220 , ,49.0,12.0,0.0
379,CRP,30005761,2017,2,SIN 221 , ,67.0,4.0,0.0
380,CRP,30005761,2017,2,SIN 252 , ,63.0,12.0,0.0
381,CRP,30005761,2017,2,SIN 393 , ,80.0,14.0,0.0
382,CRP,30005761,2018,0,SIN 460 , ,36.0,4.0,0.0
383,CRP,30005761,2018,1,SIN 131 , ,20.0,0.0,0.0
384,CRP,30005761,2018,1,SIN 321 , ,57.0,2.0,0.0
385,CRP,30005761,2018,1,SIN 351 , ,12.0,0.0,0.0
386,CRP,30005761,2018,1,SIN 394 , ,100.0,0.0,0.0
387,CRP,30005761,2018,1,SIN 422 , ,73.0,6.0,0.0
