Campus,Identificador,Codigo_Curso,Curso,Ano_Admissao,Sem_Admissao,Codigo_Forma_Ingresso,Forma_Ingresso,Ano_Conclusao,Sem_Conclusao,Codigo_Situacao_Aluno,Situacao_Aluno,Sexo,Idade,CRA,ENEM,Modalidade,PCD,10) Você se considera:,23) A renda bruta mensal (sem descontos) de seu grupo familiar:,Escola,Reingressante,Bolsista - Moradia,Bolsista - Alimentação,Iniciação Científica,Extensão
CRP,30009778,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,24,0,"503,82",5,N,,,Pública,N,N,N,N,N
CRP,30009780,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"573,88",9,N,,,Pública,N,N,N,N,N
CRP,30009781,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,25,0,"571,84",9,N,,,Pública,N,N,N,N,N
CRP,30009785,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"513,58",1,N,,,Pública,N,N,N,N,N
CRP,30009787,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,22,0,"505,64",1,N,,,Pública,N,N,N,N,N
CRP,30009788,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,22,0,"468,54",3,N,,,Pública,N,N,N,N,N
CRP,30009789,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"487,36",7,N,,,Pública,N,N,N,N,N
CRP,30009790,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"427,02",3,N,,,Pública,N,N,N,N,N
CRP,30009798,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"652,1",9,N,,,Pública,N,N,N,N,N
CRP,30009799,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,22,0,"651,74",9,N,,,Pública,N,N,N,N,N
CRP,30009800,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,17,0,"657,92",9,N,,,Privada,N,N,N,N,N
CRP,30009804,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"666,64",9,N,,,Pública,N,N,N,N,N
CRP,30009805,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"548,04",7,N,,,Pública,N,N,N,N,N
CRP,30009806,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"622,84",5,N,,,Pública,N,N,N,N,N
CRP,30009807,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"657,68",9,N,,,Privada,N,N,N,N,N
CRP,30009808,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"650,52",7,N,,,Pública,N,N,N,N,N
CRP,30009809,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"665,82",9,N,,,Privada,N,N,N,N,N
CRP,30009810,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"649,14",7,N,,,Pública,N,N,N,N,N
CRP,30009811,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"684,54",9,N,,,Privada,N,N,N,N,N
CRP,30009812,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"646,56",9,N,,,Privada,N,N,N,N,N
CRP,30009813,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"668,34",9,N,,,Pública,N,N,N,N,N
CRP,30009814,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"648,02",7,N,,,Pública,N,N,N,N,N
CRP,30009816,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"615,1",5,N,,,Pública,N,N,N,N,N
CRP,30009817,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"678,2",9,N,,,Privada,N,N,N,N,N
CRP,30009818,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,2021,1,A,Estudante em abandono de curso                    ,F,19,0,"641,92",3,N,,,Pública,N,N,N,N,N
CRP,30009819,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"644,6",3,N,,,Pública,N,N,N,N,N
CRP,30009821,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"572,24",1,N,,,Pública,N,N,N,N,N
CRP,30009825,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"557,3",1,N,,,Pública,N,N,N,N,N
CRP,30009826,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"629,6",3,N,,,Pública,N,N,N,N,N
CRP,30009827,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"640,22",9,N,,,Privada,N,N,N,N,N
CRP,30009828,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"633,54",9,N,,,Privada,N,N,N,N,N
CRP,30009831,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"628,92",3,N,,,Pública,N,N,N,N,N
CRP,30009833,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"619,28",3,N,,,Pública,N,N,N,N,N
CRP,30009834,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"575,7",5,N,,,Pública,N,N,N,N,N
CRP,30009837,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"624,3",9,N,,,Privada,N,N,N,N,N
CRP,30009841,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,22,0,"442,02",1,N,,,Pública,N,N,N,N,N
CRP,30009842,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"439,06",1,N,,,Pública,N,N,N,N,N
CRP,30009843,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"568,02",3,N,,,Pública,N,N,N,N,N
CRP,30009845,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"546,64",3,N,,,Pública,N,N,N,N,N
CRP,30009848,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"651,34",9,N,,,Privada,N,N,N,N,N
CRP,30009849,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"647,5",9,N,,,Privada,N,N,N,N,N
CRP,30009850,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"570,14",5,N,,,Pública,N,N,N,N,N
CRP,30009851,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"628,08",9,N,,,Privada,N,N,N,N,N
CRP,30009853,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"678,9",9,N,,,Privada,N,N,N,N,N
CRP,30009855,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"637,62",7,N,,,Pública,N,N,N,N,N
CRP,30009860,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"658,02",9,N,,,Privada,N,N,N,N,N
CRP,30009862,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"680,44",9,N,,,Pública,N,N,N,N,N
CRP,30009864,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"644,3",3,N,,,Pública,N,N,N,N,N
CRP,30009865,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,2021,1,A,Estudante em abandono de curso                    ,F,18,0,"650,62",9,N,,,Privada,N,N,N,N,N
CRP,30009870,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"627,16",7,N,,,Pública,N,N,N,N,N
CRP,30009871,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"621,36",7,N,,,Pública,N,N,N,N,N
CRP,30009873,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"611,06",7,N,,,Pública,N,N,N,N,N
CRP,30009874,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"604,72",7,N,,,Pública,N,N,N,N,N
CRP,30009876,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,586,3,N,,,Pública,N,N,N,N,N
CRP,30009877,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"513,26",1,N,,,Pública,N,N,N,N,N
CRP,30009884,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"604,14",9,N,,,Privada,N,N,N,N,N
CRP,30009885,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,2021,1,A,Estudante em abandono de curso                    ,F,19,0,"501,72",5,N,,,Pública,N,N,N,N,N
CRP,30009889,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"470,68",5,N,,,Pública,N,N,N,N,N
CRP,30009893,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"554,28",9,N,,,Pública,N,N,N,N,N
CRP,30009894,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"549,64",3,N,,,Pública,N,N,N,N,N
CRP,30009897,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"728,48",9,N,,,Privada,N,N,N,N,N
CRP,30009898,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"502,1",3,N,,,Pública,N,N,N,N,N
CRP,30009900,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,25,0,"551,88",8,S,,,Pública,N,N,N,N,N
CRP,30009902,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"698,66",9,N,,,Pública,N,N,N,N,N
CRP,30009904,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,2021,1,A,Estudante em abandono de curso                    ,F,20,0,"497,58",4,S,,,Pública,N,N,N,N,N
CRP,30009905,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"675,14",9,N,,,Pública,N,N,N,N,N
CRP,30009906,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"702,38",9,N,,,Privada,N,N,N,N,N
CRP,30009907,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"616,16",1,N,,,Pública,N,N,N,N,N
CRP,30009908,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"626,24",9,N,,,Privada,N,N,N,N,N
CRP,30009909,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"546,66",1,N,,,Pública,N,N,N,N,N
CRP,30009910,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,26,0,655,3,N,,,Pública,N,N,N,N,N
CRP,30009911,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"654,38",9,N,,,Privada,N,N,N,N,N
CRP,30009913,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"657,14",9,N,,,Privada,N,N,N,N,N
CRP,30009914,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,2021,1,A,Estudante em abandono de curso                    ,F,18,0,"569,9",7,N,,,Pública,N,N,N,N,N
CRP,30009915,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"646,9",9,N,,,Privada,N,N,N,N,N
CRP,30009916,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"478,36",1,N,,,Pública,N,N,N,N,N
CRP,30009917,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"642,7",9,N,,,Privada,N,N,N,N,N
CRP,30009918,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"478,66",7,N,,,Pública,N,N,N,N,N
CRP,30009920,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"642,08",9,N,,,Privada,N,N,N,N,N
CRP,30009921,112,Nutrição,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,18,0,"529,92",3,N,,,Pública,N,N,N,N,N
CRP,30009949,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,19,0,"587,94",5,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30009954,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"610,04",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30009956,103,Agronomia,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,25,0,"568,54",5,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,S,N,N,N,N
CRP,30009957,105,Sistemas de Informação - Noturno,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,23,0,"518,42",5,N,b. Preto(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30009961,102,Administração - Noturno,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"590,24",9,N,b. Preto(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30009962,106,Ciência e Tecnologia de Alimentos,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,32,0,"507,72",1,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30009964,108,Engenharia Civil,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,23,0,"630,96",9,N,c. Pardo(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30009965,111,Engenharia de Produção,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,29,0,"603,62",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30009970,103,Agronomia,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,552,3,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,S,N,N,N,N
CRP,30009971,108,Engenharia Civil,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"563,68",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,S,N,N,N,N
CRP,30009972,108,Engenharia Civil,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,28,0,"532,16",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30009976,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"551,16",7,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30009980,102,Administração - Noturno,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"497,16",9,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30009981,105,Sistemas de Informação - Noturno,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,20,0,"537,1",9,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30009982,109,Ciências Contábeis,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,22,0,"552,34",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30009985,110,Ciências Biológicas,2021,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,21,0,"530,62",3,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003579,101,Administração - Integral,2014,1,V,Vestibular                                        ,2017,0,A,Estudante em abandono de curso                    ,M,25,"49,6","51,736",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003582,101,Administração - Integral,2014,1,V,Vestibular                                        ,2015,2,M,Mudança de Curso                                  ,M,25,"61,6","54,504",9,N,d. Amarelo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003583,101,Administração - Integral,2014,1,V,Vestibular                                        ,2018,1,C,Conclusão                                         ,M,25,"73,6","52,136",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003587,101,Administração - Integral,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,2,A,Estudante em abandono de curso                    ,M,26,"56,6","518,56",7,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003588,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,0,M,Mudança de Curso                                  ,M,27,"68,3","579,8",9,N,b. Preto(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003591,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,M,26,20,"628,18",3,N,,,Pública,N,N,N,N,N
CRP,30003596,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,C,Conclusão                                         ,M,25,"71,6","637,9",7,N,d. Amarelo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003599,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,M,25,"64,6","624,32",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003621,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,C,Conclusão                                         ,M,27,"74,7","541,04",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003625,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,M,25,0,"533,88",7,N,,,Pública,N,N,N,N,N
CRP,30003634,102,Administração - Noturno,2014,1,V,Vestibular                                        ,2016,2,D,Desligamento                                      ,M,26,"49,5","45,562",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003636,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,A,Estudante em abandono de curso                    ,M,25,"39,9","637,62",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003638,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,M,42,"84,2","624,86",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003642,102,Administração - Noturno,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2016,1,A,Estudante em abandono de curso                    ,M,26,29,"537,74",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003644,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,M,36,1,"663,5",9,N,,,Pública,N,N,N,N,N
CRP,30003645,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,D,Desligamento                                      ,M,26,"17,6","662,64",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003648,102,Administração - Noturno,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,1,A,Estudante em abandono de curso                    ,M,27,3,"537,06",9,N,,,Pública,N,N,N,N,N
CRP,30003649,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,D,Desligamento                                      ,M,25,"28,7","642,08",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003651,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,M,30,"71,6","567,12",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003657,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,M,27,62,"585,04",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003658,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,M,25,39,"576,92",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003665,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,47,"58,8","545,84",1,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003668,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,1,A,Estudante em abandono de curso                    ,M,40,"20,5","553,14",9,N,d. Amarelo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003673,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,M,27,14,"566,6",9,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003675,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,M,25,"63,6","545,78",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003681,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,M,28,"18,6","502,46",1,N,,,Pública,N,N,N,N,N
CRP,30003683,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,M,40,0,"541,16",7,N,,,Pública,N,N,N,N,N
CRP,30003684,102,Administração - Noturno,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2015,2,D,Desligamento                                      ,M,29,"25,8","480,78",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003686,103,Agronomia,2014,1,V,Vestibular                                        ,2016,1,D,Desligamento                                      ,M,25,"36,4","31,446",1,N,b. Preto(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003687,103,Agronomia,2014,1,V,Vestibular                                        ,2014,2,A,Estudante em abandono de curso                    ,M,25,"48,7","53,758",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003689,103,Agronomia,2014,1,V,Vestibular                                        ,2018,2,C,Conclusão                                         ,M,25,"67,2","46,35",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003690,103,Agronomia,2014,1,V,Vestibular                                        ,2014,2,A,Estudante em abandono de curso                    ,M,25,"56,5","52,128",9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003693,103,Agronomia,2014,1,V,Vestibular                                        ,2018,2,C,Conclusão                                         ,M,26,"74,6","50,996",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003694,103,Agronomia,2014,1,V,Vestibular                                        ,2015,2,D,Desligamento                                      ,M,25,"38,8","47,934",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003695,103,Agronomia,2014,1,V,Vestibular                                        ,2016,2,D,Desligamento                                      ,M,26,"35,4","48,94",9,N,a. Branco(a).,f. Entre 10 e 20 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003697,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,A,Estudante em abandono de curso                    ,M,26,"26,6","657,82",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003698,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,M,26,"77,3","660,02",9,N,c. Pardo(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003699,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,M,38,"25,1","547,08",3,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003701,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,1,C,Conclusão                                         ,M,27,81,"642,94",7,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
