Campus,Identificador,Codigo_Curso,Curso,Ano_Admissao,Sem_Admissao,Codigo_Forma_Ingresso,Forma_Ingresso,Ano_Conclusao,Sem_Conclusao,Codigo_Situacao_Aluno,Situacao_Aluno,Sexo,Idade,CRA,ENEM,Modalidade,PCD,10) Você se considera:,23) A renda bruta mensal (sem descontos) de seu grupo familiar:,Escola,Reingressante,Bolsista - Moradia,Bolsista - Alimentação,Iniciação Científica,Extensão
CRP,30003576,101,Administração - Integral,2014,1,V,Vestibular                                        ,2017,0,A,Estudante em abandono de curso                    ,F,25,"60,9","48,93",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003577,101,Administração - Integral,2014,1,V,Vestibular                                        ,2016,1,M,Mudança de Curso                                  ,F,25,"47,7","43,148",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003577,101,Administração - Integral,2014,1,V,Vestibular                                        ,2016,1,M,Mudança de Curso                                  ,F,25,"47,7","43,148",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003578,101,Administração - Integral,2014,1,V,Vestibular                                        ,2019,1,C,Conclusão                                         ,F,25,"66,7","47,536",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003580,101,Administração - Integral,2014,1,V,Vestibular                                        ,2015,1,A,Estudante em abandono de curso                    ,F,25,"45,3","43,076",9,N,a. Branco(a).,g. Entre 20 e 30 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003581,101,Administração - Integral,2014,1,V,Vestibular                                        ,2014,2,A,Estudante em abandono de curso                    ,F,25,"37,3","41,426",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003584,101,Administração - Integral,2014,1,V,Vestibular                                        ,2017,2,C,Conclusão                                         ,F,25,74,"39,844",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003585,101,Administração - Integral,2014,1,V,Vestibular                                        ,2014,2,A,Estudante em abandono de curso                    ,F,25,"39,2","35,512",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003586,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,C,Conclusão                                         ,F,25,"84,1","665,28",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003589,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,C,Conclusão                                         ,F,25,"65,5","532,5",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003590,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,C,Conclusão                                         ,F,26,85,"606,12",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003592,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,27,"74,2","620,12",5,N,b. Preto(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003593,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,T,Transferência                                     ,F,27,"78,9","651,22",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003594,101,Administração - Integral,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,2,A,Estudante em abandono de curso                    ,F,30,72,"518,82",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003595,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,1,A,Estudante em abandono de curso                    ,F,26,"52,4","651,86",9,N,a. Branco(a).,g. Entre 20 e 30 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003598,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,25,"58,7","587,48",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003600,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,T,Transferência                                     ,F,29,"62,5","642,78",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003603,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,29,"75,3","644,84",9,N,a. Branco(a).,g. Entre 20 e 30 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003610,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,A,Estudante em abandono de curso                    ,F,25,"51,6","549,48",9,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003614,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,F,29,"40,1","547,7",3,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003615,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,1,C,Conclusão                                         ,F,25,"71,9","536,02",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003616,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,2,A,Estudante em abandono de curso                    ,F,25,"50,6","522,26",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003618,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,1,M,Mudança de Curso                                  ,F,26,"40,8","474,68",5,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003620,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,27,"42,3","539,74",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003627,101,Administração - Integral,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,25,"17,5","530,36",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003628,101,Administração - Integral,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2015,2,M,Mudança de Curso                                  ,F,26,"44,1","446,22",1,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003629,101,Administração - Integral,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2015,1,D,Desligamento                                      ,F,27,"33,5","443,72",5,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003630,101,Administração - Integral,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2015,2,A,Estudante em abandono de curso                    ,F,30,"41,1","520,28",9,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003631,102,Administração - Noturno,2014,1,V,Vestibular                                        ,2018,1,C,Conclusão                                         ,F,25,"84,4","47,316",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003632,102,Administração - Noturno,2014,1,V,Vestibular                                        ,2014,2,A,Estudante em abandono de curso                    ,F,25,"36,3","39,024",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003633,102,Administração - Noturno,2014,1,V,Vestibular                                        ,2018,1,C,Conclusão                                         ,F,25,"80,1","45,442",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003635,102,Administração - Noturno,2014,1,V,Vestibular                                        ,2015,1,A,Estudante em abandono de curso                    ,F,25,"42,1","47,986",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003637,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,27,"47,3",562,1,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003639,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,26,"76,8","628,78",9,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003641,102,Administração - Noturno,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2019,1,C,Conclusão                                         ,F,33,"77,1","527,88",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003643,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,27,"73,8","648,92",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003646,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,C,Conclusão                                         ,F,26,"71,4","591,6",9,N,a. Branco(a).,g. Entre 20 e 30 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003647,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,30,"24,6","569,78",7,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003650,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,D,Desligamento                                      ,F,33,"32,1","594,36",5,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003652,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,32,"26,4","552,46",1,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003656,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,34,"85,6","594,32",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003664,102,Administração - Noturno,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,1,A,Estudante em abandono de curso                    ,F,31,"12,2","535,92",9,N,,,Pública,N,N,N,N,N
CRP,30003666,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,1,D,Desligamento                                      ,F,33,"45,7","531,6",5,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003670,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,2,D,Desligamento                                      ,F,25,"41,6","569,02",7,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003672,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,28,0,"527,94",3,N,,,Pública,N,N,N,N,N
CRP,30003674,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,1,A,Estudante em abandono de curso                    ,F,56,"68,8","566,88",9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003676,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,34,"37,1","509,18",3,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003677,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,26,0,"544,4",9,N,,,Pública,N,N,N,N,N
CRP,30003678,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,25,"31,4","552,7",9,N,,,Pública,N,N,N,N,N
CRP,30003679,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,D,Desligamento                                      ,F,29,"33,2","548,28",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003680,102,Administração - Noturno,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,0,A,Estudante em abandono de curso                    ,F,50,"54,8","541,3",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003688,103,Agronomia,2014,1,V,Vestibular                                        ,2016,0,M,Mudança de Curso                                  ,F,25,"41,7","38,788",5,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003691,103,Agronomia,2014,1,V,Vestibular                                        ,2014,2,A,Estudante em abandono de curso                    ,F,25,"58,4","55,568",9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003692,103,Agronomia,2014,1,V,Vestibular                                        ,2018,2,C,Conclusão                                         ,F,25,"71,5","52,184",9,N,a. Branco(a).,f. Entre 10 e 20 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003696,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,0,C,Conclusão                                         ,F,26,"83,7","672,58",1,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003700,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,A,Estudante em abandono de curso                    ,F,26,"19,4","644,7",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003706,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,26,"51,4","615,46",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003708,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,1,C,Conclusão                                         ,F,25,"85,3","681,78",9,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003709,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,2,C,Conclusão                                         ,F,25,"69,9","622,96",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003710,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,26,"60,7","660,32",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003712,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,0,M,Mudança de Curso                                  ,F,27,"55,9","636,98",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003712,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,0,M,Mudança de Curso                                  ,F,27,"55,9","636,98",5,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003713,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,28,"75,6","683,7",9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003714,103,Agronomia,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,2,A,Estudante em abandono de curso                    ,F,36,"29,3","600,16",9,N,d. Amarelo(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003715,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,1,M,Mudança de Curso                                  ,F,26,"48,9","655,4",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003720,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,0,A,Estudante em abandono de curso                    ,F,25,"49,8","604,06",1,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003726,103,Agronomia,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,27,"73,8","612,82",7,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003742,110,Ciências Biológicas,2014,1,V,Vestibular                                        ,2015,2,D,Desligamento                                      ,F,26,"44,5","31,69",9,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003743,110,Ciências Biológicas,2014,1,V,Vestibular                                        ,2016,1,D,Desligamento                                      ,F,25,"51,2","32,08",9,N,b. Preto(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003744,110,Ciências Biológicas,2014,1,V,Vestibular                                        ,2016,0,M,Mudança de Curso                                  ,F,26,"48,8","49,534",9,N,c. Pardo(a).,e. Entre 7 e 10 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003745,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,25,"69,5","642,48",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003747,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,F,26,"58,2","576,24",3,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003750,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,26,"9,2","642,68",9,N,,,Privada,N,N,N,N,N
CRP,30003751,110,Ciências Biológicas,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,2,A,Estudante em abandono de curso                    ,F,26,"22,2","502,06",3,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003755,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,1,C,Conclusão                                         ,F,26,"72,2","619,02",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003759,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,F,26,"58,9","504,64",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003760,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,26,"46,1","579,28",5,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003761,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,1,C,Conclusão                                         ,F,25,70,"651,76",9,N,d. Amarelo(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003766,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,27,"33,7","557,66",3,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003771,110,Ciências Biológicas,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,2,A,Estudante em abandono de curso                    ,F,30,"39,8","470,52",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003772,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,D,Desligamento                                      ,F,26,"30,9","545,46",9,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003773,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,27,"19,9","514,3",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003787,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,D,Desligamento                                      ,F,33,"38,8","519,18",7,N,d. Amarelo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003790,110,Ciências Biológicas,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,A,Estudante em abandono de curso                    ,F,29,"38,5","494,92",1,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003793,110,Ciências Biológicas,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,1,A,Estudante em abandono de curso                    ,F,29,0,"493,82",7,N,,,Pública,N,N,N,N,N
CRP,30003794,110,Ciências Biológicas,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2016,1,D,Desligamento                                      ,F,25,"44,7","441,78",1,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003796,109,Ciências Contábeis,2014,1,V,Vestibular                                        ,2014,2,A,Estudante em abandono de curso                    ,F,27,"26,3","43,378",5,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003797,109,Ciências Contábeis,2014,1,V,Vestibular                                        ,2014,1,A,Estudante em abandono de curso                    ,F,25,0,"44,184",9,N,,,Pública,N,N,N,N,N
CRP,30003798,109,Ciências Contábeis,2014,1,V,Vestibular                                        ,,,N,Normal                                            ,F,25,"61,4","48,624",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003800,109,Ciências Contábeis,2014,1,V,Vestibular                                        ,2015,1,A,Estudante em abandono de curso                    ,F,25,"53,6","48,784",9,N,c. Pardo(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003801,109,Ciências Contábeis,2014,1,V,Vestibular                                        ,2019,1,C,Conclusão                                         ,F,25,"72,6","42,196",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003802,109,Ciências Contábeis,2014,1,V,Vestibular                                        ,2016,2,A,Estudante em abandono de curso                    ,F,25,"45,9","40,56",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003807,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,26,"76,8","580,04",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003809,109,Ciências Contábeis,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,2,A,Estudante em abandono de curso                    ,F,26,"35,4","510,48",1,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003811,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,C,Conclusão                                         ,F,25,"78,2","625,92",1,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003812,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,A,Estudante em abandono de curso                    ,F,32,"74,9","644,06",9,N,c. Pardo(a).,d. Entre 5 e 7 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003813,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,2,A,Estudante em abandono de curso                    ,F,27,"43,1","556,92",7,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003818,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,C,Conclusão                                         ,F,27,"82,8","612,86",1,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003821,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,F,Falecimento                                       ,F,27,"81,2","634,6",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003823,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,C,Conclusão                                         ,F,26,"84,5","634,9",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003824,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,C,Conclusão                                         ,F,34,"80,7",635,9,N,a. Branco(a).,e. Entre 7 e 10 Salários Mínimos.,Privada,N,N,N,N,N
CRP,30003826,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,2,M,Mudança de Curso                                  ,F,26,"50,5","587,06",3,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003827,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,,,N,Normal                                            ,F,29,"62,2","634,92",9,N,a. Branco(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003828,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2018,2,C,Conclusão                                         ,F,26,"74,1","599,88",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003831,109,Ciências Contábeis,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2019,1,C,Conclusão                                         ,F,25,"69,3","539,88",9,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003836,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,C,Conclusão                                         ,F,25,"90,1","583,18",1,N,c. Pardo(a).,c. Entre 3 e 5 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003837,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2016,1,D,Desligamento                                      ,F,33,"38,3","575,6",9,N,a. Branco(a).,a. Até 1 Salário Mínimo,Pública,N,N,N,N,N
CRP,30003839,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2017,2,D,Desligamento                                      ,F,29,"48,2","556,98",5,N,b. Preto(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003842,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2014,1,A,Estudante em abandono de curso                    ,F,34,0,"558,66",5,N,,,Pública,N,N,N,N,N
CRP,30003843,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2019,1,C,Conclusão                                         ,F,25,"74,2","576,4",9,N,a. Branco(a).,d. Entre 5 e 7 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003844,109,Ciências Contábeis,2014,1,L,SISU - Sistema de Seleção Unificada               ,2015,1,D,Desligamento                                      ,F,29,"20,2","564,08",5,N,c. Pardo(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
CRP,30003846,109,Ciências Contábeis,2014,1,Y,Processo Seletivo Alternativo - SiSU              ,2014,2,A,Estudante em abandono de curso                    ,F,28,"34,6",,0,N,a. Branco(a).,b. Entre 1 e 3 Salários Mínimos.,Pública,N,N,N,N,N
